0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.0,0.0,-80.56685322380673,0.0,0.1239426315442859,1.0,0.024,1.0,769.6123729330857,95.65764329793512,77.5522514855723,30.72623784734807,0.0,262.03144497492025,1.0,0.0,0.1239426315442859,0.0,0.3228346377182888,2.282602826286468,16.12282324779619,-0.6502875329591913,0.016530407698143,0.0,0.0
0.0,0.0,-79.6407636039503,4.0,0.1152879089446867,1.0,0.024,1.0,765.9215536792829,103.05014947598202,95.99781308016485,37.61181355522946,0.0,238.6574464787781,1.0,0.0,0.1152879089446867,0.0,0.2916814659853892,2.0067703467071616,15.518535541407164,-0.7588262433776305,0.0107941420327821,1.0,0.0
0.0,0.0,-82.59170407417865,1.0,0.1213561765518731,1.0,0.024,1.0,758.9669911598834,117.33721479961096,80.82385470857216,25.219489584950026,1.0,261.24527492685206,1.0,0.0,0.1213561765518731,0.0,0.3135245442253114,1.8186898454657767,18.324908748631103,-1.8733294169786252,0.0219867871434201,2.0,0.0
0.0,0.0,-132.99077568178006,0.0,0.1197740388753981,1.0,0.024,1.0,768.0024273941734,119.07952525077546,82.98104506882045,37.39755598368626,1.0,387.9146601190308,1.0,0.0,0.1197740388753981,0.0,0.3078295486696367,2.282602826286468,16.12282324779619,-0.6502875329591913,0.8076643435431314,3.0,0.0
0.0,0.0,-125.83044135569226,2.0,0.1045130435810674,1.0,0.024,1.0,763.664203309659,72.00791963651994,74.94334812877071,35.95796954817072,0.0,243.0295733198323,1.0,0.0,0.1045130435810674,0.0,0.2528967184433655,0.9887057069184464,17.579468806129114,-2.009319297632476,0.5780749321116379,4.0,0.0
0.0,0.0,-126.29651663072036,1.0,0.1119211462005804,1.0,0.024,1.0,766.1125862576156,150.49025174374614,90.46795353991344,39.43614985771073,0.0,278.518505908967,1.0,0.0,0.1119211462005804,0.0,0.2795626098644631,1.8186898454657767,18.324908748631103,-1.8733294169786252,0.5399268596637046,7.0,0.0
0.0,0.0,-53.27692530644305,3.0,0.1281163348195132,1.0,0.024,1.0,750.4691180655543,159.93403022990054,63.4734586260691,44.23063768634911,0.0,233.80324583066653,1.0,0.0,0.1281163348195132,0.0,0.3378581226883722,1.885604055668264,19.929494399033917,0.314356780032242,0.0011418146211539,8.0,0.0
0.0,0.0,-49.88199198409611,3.0,0.1240908489875348,1.0,0.024,1.0,774.3371014023254,116.43867506995372,85.00119721419203,36.80466850209326,0.0,154.2675637811115,1.0,0.0,0.1240908489875348,0.0,0.3233681549292918,1.885604055668264,19.929494399033917,0.314356780032242,0.0006052789034814,9.0,0.0
0.0,0.0,-108.97004005272645,1.0,0.1158199883559516,1.0,0.024,1.0,752.296356722513,127.87088784257328,82.25208093608424,27.215039444749483,1.0,220.0686364057898,1.0,0.0,0.1158199883559516,0.0,0.2935967164262805,1.8186898454657767,18.324908748631103,-1.8733294169786252,0.2201680825733744,10.0,0.0
0.0,0.0,-109.81155515871949,0.0,0.1134859875625816,1.0,0.024,1.0,771.4629604695901,143.6675753707467,106.19719366623076,35.69504303311651,0.0,241.1112557089537,1.0,0.0,0.1134859875625816,0.0,0.2851953463414731,2.282602826286468,16.12282324779619,-0.6502875329591913,0.146665631670134,12.0,0.0
0.0,0.0,-80.48041886873065,0.0,0.1286964241774298,1.0,0.024,1.0,764.6216614217608,63.85410527188426,60.553872532140986,33.016541362925395,0.0,349.0951576891596,1.0,0.0,0.1286964241774298,0.0,0.3399461876933027,2.282602826286468,16.12282324779619,-0.6502875329591913,0.0237760453606453,13.0,0.0
0.0,0.0,-91.71404099024996,2.0,0.115425650292267,1.0,0.024,1.0,767.0530935978644,158.12979701040683,67.26364263068679,45.46201123931199,1.0,277.3521619273816,1.0,0.0,0.115425650292267,0.0,0.2921772738875499,0.9887057069184464,17.579468806129114,-2.009319297632476,0.0738327860545998,14.0,0.0
0.0,0.0,-65.99164198492315,0.0,0.1313430999182766,1.0,0.024,1.0,764.6282291890063,97.33349890487882,65.08184430116034,35.767125581439025,0.0,327.35510581613033,1.0,0.0,0.1313430999182766,0.0,0.3494730492335812,2.282602826286468,16.12282324779619,-0.6502875329591913,0.0047706366848702,16.0,0.0
0.0,0.0,-78.66374141936578,2.0,0.1199737299696388,1.0,0.024,1.0,756.3025107344139,91.59536743340912,34.38812992170771,34.19885059743901,0.0,184.16921139956605,1.0,0.0,0.1199737299696388,0.0,0.3085483482476497,0.9887057069184464,17.579468806129114,-2.009319297632476,0.0229777217774349,17.0,0.0
0.0,0.0,-56.39179133998688,4.0,0.1237354443948727,1.0,0.024,1.0,776.8486675871483,86.15087020132174,81.3912645294391,34.04616889136102,0.0,200.32916382469173,1.0,0.0,0.1237354443948727,0.0,0.3220888556585822,2.0067703467071616,15.518535541407164,-0.7588262433776305,0.0012582194303436,18.0,0.0
0.0,0.0,-88.0534012840461,2.0,0.1089352645422153,1.0,0.024,1.0,768.6511170689448,143.3323679312508,99.29413814709892,35.092415999529734,1.0,239.59517318842893,1.0,0.0,0.1089352645422153,0.0,0.2688147571162454,0.9887057069184464,17.579468806129114,-2.009319297632476,0.0278853592126195,21.0,0.0
0.0,0.0,-76.05418524062281,0.0,0.1306222888717946,1.0,0.024,1.0,773.4857082013386,147.53314603172782,67.28495568113465,39.41883489701457,0.0,415.6562635699723,1.0,0.0,0.1306222888717946,0.0,0.3468784484177137,2.282602826286468,16.12282324779619,-0.6502875329591913,0.0160127868042808,22.0,0.0
0.0,0.0,-69.95779481477638,1.0,0.1194983251693218,1.0,0.024,1.0,767.8593453917614,121.37518999060698,106.24033171262144,36.62043910835016,0.0,359.5985292220306,1.0,0.0,0.1194983251693218,0.0,0.3068371013282386,1.8186898454657767,18.324908748631103,-1.8733294169786252,0.0043402782156791,23.0,0.0
0.0,0.0,-61.18897881393362,2.0,0.1193090043624632,1.0,0.024,1.0,754.6277800117601,144.29455268570322,78.1674008420943,32.50266533012496,0.0,351.9524186555177,1.0,0.0,0.1193090043624632,0.0,0.306155630196056,0.9887057069184464,17.579468806129114,-2.009319297632476,0.002521662852626,25.0,0.0
