0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.0,0.0,-204.31211794657304,4.0,0.06045516378559685,1.0,0.024,1.0,769.6123729330857,95.65764329793511,77.5522514855723,30.72623784734807,0.0,262.03144497492025,1.0,0.0,0.06045516378559685,0.0,0.09430784633794372,2.0067703467071616,15.518535541407164,-0.7588262433776305,0.10337491367541318,0.0,0.0
0.0,0.0,-103.22276179625092,3.0,0.056165614015491735,1.0,0.024,1.0,765.9215536792829,103.05014947598202,95.99781308016485,37.61181355522946,0.0,238.6574464787781,1.0,0.0,0.056165614015491735,0.0,0.07886736524718142,1.885604055668264,19.929494399033914,0.314356780032242,0.000499995909155726,1.0,0.0
0.0,0.0,-86.14005898449034,2.0,0.06287342498472523,1.0,0.024,1.0,758.9669911598834,117.33721479961095,80.82385470857216,25.219489584950026,1.0,261.24527492685206,1.0,0.0,0.06287342498472523,0.0,0.10301251659911913,0.9887057069184464,17.579468806129114,-2.009319297632476,0.00040584631882667477,2.0,0.0
0.0,0.0,-146.92580206912476,4.0,0.06745818812285831,1.0,0.024,1.0,768.0024273941734,119.07952525077546,82.98104506882045,37.39755598368626,1.0,387.9146601190308,1.0,0.0,0.06745818812285831,0.0,0.11951563518590567,2.0067703467071616,15.518535541407164,-0.7588262433776305,0.01393779692899555,3.0,0.0
0.0,0.0,-69.68358122336396,1.0,0.06972540740890174,1.0,0.024,1.0,763.664203309659,72.00791963651994,74.94334812877071,35.957969548170716,0.0,243.0295733198323,1.0,0.0,0.06972540740890174,0.0,0.12767662139446695,1.8186898454657767,18.324908748631103,-1.8733294169786254,0.00014207050178149938,4.0,0.0
0.0,0.0,-75.10139441621575,3.0,0.0670047737519663,1.0,0.024,1.0,751.7023515043861,73.08026388241038,70.29739812332977,37.87314203730256,0.0,324.8717685718055,1.0,0.0,0.0670047737519663,0.0,0.11788354408188607,1.885604055668264,19.929494399033914,0.314356780032242,0.00022197523390210527,5.0,0.0
0.0,0.0,-176.5458381919991,0.0,0.06437298411823211,1.0,0.024,1.0,764.7925401573698,104.20181341436805,77.18775446906098,41.925910734614334,0.0,298.7160416042926,1.0,0.0,0.06437298411823211,0.0,0.10841026594026397,2.282602826286468,16.12282324779619,-0.6502875329591913,0.03336986602798875,6.0,0.0
0.0,0.0,-225.64946966769259,2.0,0.04931014724703478,1.0,0.024,1.0,766.1125862576156,150.49025174374614,90.46795353991344,39.43614985771073,0.0,278.518505908967,1.0,0.0,0.04931014724703478,0.0,0.05419071835421045,0.9887057069184464,17.579468806129114,-2.009319297632476,0.16450123388807025,7.0,0.0
0.0,0.0,-42.735356241215804,0.0,0.08923071445960974,1.0,0.024,1.0,750.4691180655543,159.93403022990054,63.4734586260691,44.230637686349105,0.0,233.80324583066655,1.0,0.0,0.08923071445960974,0.0,0.19788709587943581,2.282602826286468,16.12282324779619,-0.6502875329591913,3.990986581581257e-05,8.0,0.0
0.0,0.0,-76.65017265510645,2.0,0.058779320395151026,1.0,0.024,1.0,774.3371014023254,116.43867506995372,85.00119721419203,36.80466850209326,0.0,154.2675637811115,1.0,0.0,0.058779320395151026,0.0,0.08827555167578767,0.9887057069184464,17.579468806129114,-2.009319297632476,0.000156793001737765,9.0,0.0
